Alarm set: 0x7ffff490b3d0
0;201.1
Academic license - for non-commercial use only
0.484375;200.1
0.890625;198.099
1.26562;195.099
1.625;194.099
2.01562;193.099
2.32812;191.099
2.6875;190.099
3.03125;189.099
3.35938;188.099
3.78125;187.099
4.20312;186.099
4.59375;185.099
4.92188;184.1
5.28125;183.1
5.60938;182.099
6.04688;181.099
6.4375;180.099
6.76562;179.099
7.07812;178.099
7.46875;177.099
7.82812;176.098
8.45312;175.098
8.8125;174.098
9.54688;173.099
10.1719;172.099
10.5;171.099
10.8125;170.099
11.375;169.099
11.6562;168.099
12.2812;167.098
12.9531;166.098
13.5938;165.098
14.7969;164.098
15.3906;163.098
15.9531;162.099
16.5469;161.098
72.8281;161.098
73.4531;160.097
74.4219;159.097
75.1406;158.097
75.8125;158.096
76.3438;157.096
102.75;156.095
103.656;155.095
122.078;154.095
124.125;153.097
125.141;152.097
125.734;152.097
232.828;152.095
233.469;152.095
289.156;151.095
292.016;151.095
296.938;150.096
350.844;150.094
150.094
