Alarm set: 0x7ffff04c5ec0
0;60.1
Academic license - for non-commercial use only
0.015625;59.1
0.03125;58.1
0.03125;57.0965
0.03125;56.0964
0.03125;55.0945
0.25;54.0833
1.04688;53.0906
1.04688;52.0904
1.42188;52.0846
1.71875;51.0824
2.42188;51.0804
10.5;51.0784
60.6406;51.0686
60.7656;50.066
63.5312;50.062
64.3125;50.06
65.0625;50.056
66.1562;49.0633
68.0469;49.0592
68.9531;49.0551
69.9688;49.049
76.5625;49.0469
77.9219;49.0449
78.1875;49.0408
79.9531;49.0388
82.0312;49.0367
83.0156;49.0327
90.6094;49.0306
92.0312;49.0265
221.438;48.0292
223.875;48.025
229.594;48.0229
229.656;48.0208
231.828;48.0167
237.328;48.0146
240.875;48.0125
273.141;48.0104
48.0104
