Alarm set: 0x7ffff2d0bb40
0.0625;676.099
Academic license - for non-commercial use only
11.4062;671.099
21.8906;666.099
31.9219;663.099
42.6406;654.099
53.4375;649.099
64.8906;645.1
75.2969;642.099
85.7812;640.099
96.8438;636.099
107.766;635.099
117.969;631.099
129.75;630.099
140.828;629.099
151.703;628.099
161.812;626.099
170.812;622.099
180.688;619.099
189.297;617.099
198.297;615.099
207.672;614.099
217;612.099
226.625;610.099
236.562;608.099
246.75;607.099
257.219;606.099
266.391;605.099
276.688;604.099
Alarm fired: 0xe
timeout
