Alarm set: 0x7fffc4a8f0a0
0.015625;372.099
Academic license - for non-commercial use only
1.95312;365.1
4.375;362.1
6.6875;360.1
8.96875;359.1
11.0781;356.1
13.4531;354.1
15.6719;353.099
17.6406;352.099
19.625;349.099
21.5781;348.099
23.5781;347.099
25.8438;346.099
28.1406;345.099
30.375;344.099
32.5625;343.099
34.9844;342.099
36.9375;341.099
39.0938;339.099
41.25;338.099
42.9688;335.1
44.8281;334.099
46.9531;333.099
49.1406;332.099
51.2969;331.099
53.125;330.099
55.0625;329.099
61.9375;328.099
63.9062;327.099
65.7188;326.099
67.5938;325.099
69.3281;324.099
71.0938;323.098
73.0781;322.098
74.9844;321.098
76.8281;320.099
78.625;319.099
80.375;318.099
82.375;317.099
89.8281;316.099
91.6875;315.1
93.7812;314.1
95.4062;313.1
100.812;312.1
102.609;311.099
104.281;310.099
105.828;309.1
107.234;308.1
109;307.1
110.766;306.099
112.484;305.099
113.969;304.099
115.516;303.098
116.922;302.098
118.406;301.098
119.984;300.098
125.453;299.098
130.109;298.098
131.656;297.098
137.391;296.099
143.828;295.099
148.703;294.099
153.234;293.099
158.359;292.098
159.969;291.098
161.516;290.098
167.25;289.098
172.906;288.098
178.344;287.099
183.109;286.099
189.406;285.098
193.891;284.098
199.609;283.098
204.938;282.098
210.469;281.098
215.062;280.098
220.156;279.099
224.25;278.099
229.359;277.099
234.641;276.098
239.375;275.098
243.734;274.098
248.109;273.099
253.422;272.097
259.688;271.097
263.562;270.097
268.562;269.097
273.266;268.097
Alarm fired: 0xe
timeout
