Alarm set: 0x7fffe99be010
0;131.099
Academic license - for non-commercial use only
0.015625;130.098
0.03125;129.098
0.046875;128.098
0.046875;127.097
0.0625;126.097
0.0625;125.097
0.078125;124.099
0.09375;123.098
0.09375;122.098
0.109375;121.098
0.109375;120.099
0.125;119.098
0.15625;118.097
0.15625;117.097
0.171875;116.097
0.1875;115.097
0.1875;114.097
0.234375;113.096
0.265625;112.096
0.34375;111.096
0.359375;110.095
0.453125;109.09
0.984375;108.09
1.60938;107.092
3.15625;106.092
3.60938;105.087
58.1719;105.074
61.5156;104.072
72.1094;103.065
78.5;103.061
134.422;103.06
260.703;102.06
260.781;101.068
306.031;101.067
101.067
