Alarm set: 0x7fffcc99cad0
0.015625;465.1
Academic license - for non-commercial use only
5.28125;464.1
10.4219;460.1
15.9375;459.1
25.9062;455.1
31;454.1
36.25;453.1
40.9688;451.1
46.2656;450.1
51.0625;449.1
56.0938;448.1
60.9688;445.1
66.3594;444.1
71.4844;443.1
76.5469;442.1
81.3906;441.1
86.3125;440.1
91.3438;439.1
106.047;438.099
115.938;437.1
125.234;435.1
129.688;434.1
141.781;433.1
150.797;432.1
160.859;431.1
169.781;430.1
180.469;429.1
190.062;428.1
202.188;427.1
206.797;426.1
211.578;425.1
222.469;424.099
230.781;423.099
235.25;422.099
243.688;421.1
253.703;420.099
263.859;419.099
Alarm fired: 0xe
timeout
