Alarm set: 0x7fffe5bd4630
0;60.095
Academic license - for non-commercial use only
0.015625;59.0932
0.015625;58.0931
0.046875;57.0965
0.046875;56.0946
0.140625;55.0927
0.140625;54.0907
0.171875;53.0868
0.375;52.0865
0.515625;51.0804
12.7812;51.0765
15.8125;51.0706
48.7344;51.0667
49.9531;51.0608
51.5625;51.0569
107.984;51.0529
108.531;50.06
110.688;50.058
115.141;50.056
115.547;50.05
115.625;50.048
164.719;50.046
164.719;49.051
169.109;49.049
179.297;49.0449
179.438;49.0347
203.891;49.0327
220.859;49.0306
225.281;49.0286
318.031;49.0265
49.0265
